   3.0000000e+02   9.3048300e-01   0.0000000e+00   0.0000000e+00   3.4100000e-02   2.0000000e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0100000e+02   9.6764300e-01   0.0000000e+00   0.0000000e+00   3.6014000e-01   2.2000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0200000e+02   1.0059700e+00   0.0000000e+00   0.0000000e+00   6.8618000e-01   4.2000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0300000e+02   1.0454900e+00   0.0000000e+00   0.0000000e+00   1.0122200e+00   6.3000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0400000e+02   1.0862300e+00   0.0000000e+00   0.0000000e+00   1.3382600e+00   8.3000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0500000e+02   1.1282100e+00   0.0000000e+00   0.0000000e+00   1.6643000e+00   1.0300000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0600000e+02   1.1714700e+00   0.0000000e+00   0.0000000e+00   1.9903400e+00   1.2300000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0700000e+02   1.2160200e+00   0.0000000e+00   0.0000000e+00   2.3163800e+00   1.4400000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0800000e+02   1.2618800e+00   0.0000000e+00   0.0000000e+00   2.6424200e+00   1.6400000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.0900000e+02   1.3091000e+00   0.0000000e+00   0.0000000e+00   2.9684600e+00   1.8500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1000000e+02   1.3576900e+00   0.0000000e+00   0.0000000e+00   3.2945000e+00   2.0500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1100000e+02   1.4076800e+00   0.0000000e+00   0.0000000e+00   4.9886500e+00   2.6200000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1200000e+02   1.4591000e+00   0.0000000e+00   0.0000000e+00   6.6828000e+00   3.1900000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1300000e+02   1.5119800e+00   0.0000000e+00   0.0000000e+00   8.3769500e+00   3.7700000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1400000e+02   1.5663300e+00   0.0000000e+00   0.0000000e+00   1.0071100e+01   4.3400000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1500000e+02   1.6221900e+00   0.0000000e+00   0.0000000e+00   1.1765200e+01   4.9100000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1600000e+02   1.6795900e+00   0.0000000e+00   0.0000000e+00   1.3459400e+01   5.4800000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1700000e+02   1.7385500e+00   0.0000000e+00   0.0000000e+00   1.5153500e+01   6.0600000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1800000e+02   1.7991000e+00   0.0000000e+00   0.0000000e+00   1.6847700e+01   6.6300000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1900000e+02   1.8612700e+00   0.0000000e+00   0.0000000e+00   1.8541800e+01   7.2100000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.2000000e+02   1.9250800e+00   2.0000000e-02   1.0000000e-02   2.0236000e+01   7.7800000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.2100000e+02   1.9905700e+00   6.8000000e-02   4.8000000e-02   2.1917700e+01   8.4800000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.2200000e+02   2.0577600e+00   1.1600000e-01   8.6000000e-02   2.3599500e+01   9.1700000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00
